,Date,AirPort,Mean TemperatureC,MeanDew PointC,Mean Humidity,Mean Sea Level PressurehPa,Mean VisibilityKm,Mean Wind SpeedKm/h,CloudCover,Rank_2018,State,2018_freq,city,lat,lng,population,density,Fuel_price,Holiday,Month,Year,Quarter,LOAD_FACTOR,Year_route,Quarter_route,daily_passengers,average_fare,ROUTE,AIR_TIME_MEAN
26,2011-09-02,SFO,18,12,68,1011,16,17,1,7 ,CA,27794154,San Francisco,37.7562,-122.443,3603761.0,7286.0,3.0380000000000003,0,9,2011,3,81.82,2012.0,4.0,2272.0,216.52,ATLDFW,8133.17
27,2011-09-02,CLT,28,19,66,1017,14,5,3,12 ,NC,22283574,Charlotte,35.2079,-80.8304,1467362.0,1081.0,3.0380000000000003,0,9,2011,3,81.82,2013.0,1.0,2196.0,226.43,ATLDFW,8133.17
28,2011-09-02,LAS,32,-10,7,1007,16,14,1,9 ,NV,23655285,Las Vegas,36.2333,-115.2654,2073045.0,1747.0,3.0380000000000003,0,9,2011,3,81.82,2011.0,3.0,1555.0,175.94,ATLDEN,7305.19
29,2011-09-02,PHX,35,14,33,1007,12,13,5,13 ,AZ,21623842,Phoenix,33.5722,-112.0891,4081849.0,1212.0,3.0380000000000003,0,9,2011,3,81.82,2011.0,4.0,1438.0,195.85,ATLDEN,7305.19
30,2011-09-02,IAH,32,21,58,1010,16,18,2,14 ,TX,21157948,Houston,29.7869,-95.3905,5446468.0,1401.0,3.0380000000000003,0,9,2011,3,81.82,2012.0,1.0,1402.0,178.55,ATLDEN,7305.19
31,2011-09-02,MIA,28,23,81,1014,15,6,6,15 ,FL,21025210,Miami,25.7839,-80.2102,6381966.0,4969.0,3.0380000000000003,0,9,2011,3,81.82,2012.0,2.0,1585.0,171.87,ATLDEN,7305.19
32,2011-09-02,MCO,27,21,73,1015,16,8,4,10 ,FL,23184634,Orlando,28.4772,-81.3369,1776841.0,982.0,3.0380000000000003,0,9,2011,3,81.82,2012.0,3.0,1678.0,160.75,ATLDEN,7305.19
33,2011-09-02,EWR,23,14,63,1019,16,8,3,11 ,NJ,22798354,Newark,40.7245,-74.1725,285154.0,4560.0,3.0380000000000003,0,9,2011,3,81.82,2012.0,4.0,1598.0,173.18,ATLDEN,7305.19
34,2011-09-02,SEA,18,9,61,1024,16,11,5,8 ,WA,24894338,Seattle,47.6211,-122.3244,3643765.0,3336.0,3.0380000000000003,0,9,2011,3,81.82,2013.0,1.0,1587.0,169.3,ATLDEN,7305.19
35,2011-09-02,MSP,25,19,70,1010,14,11,7,17 ,MN,18363493,Minneapolis,44.9635,-93.2678,2926757.0,3019.0,3.0380000000000003,0,9,2011,3,81.82,2011.0,3.0,1252.0,184.39,ATLDTW,2285.96
36,2011-09-02,DTW,30,22,67,1013,7,9,4,19 ,MI,17437716,Detroit,42.3834,-83.1024,3522206.0,1873.0,3.0380000000000003,0,9,2011,3,81.82,2011.0,4.0,1123.0,204.87,ATLDTW,2285.96
37,2011-09-02,PHL,22,16,71,1019,16,7,5,20 ,PA,15285948,Philadelphia,40.0077,-75.1339,5637884.0,4547.0,3.0380000000000003,0,9,2011,3,81.82,2012.0,1.0,913.0,229.27,ATLDTW,2285.96
38,2011-09-02,BOS,18,14,82,1020,16,11,3,16 ,MA,20010262,Boston,42.3188,-71.0846,4637537.0,5472.0,3.0380000000000003,0,9,2011,3,81.82,2012.0,2.0,1277.0,200.35,ATLDTW,2285.96
39,2011-09-02,LGA,22,14,63,1019,16,12,2,21 ,NY,15059648,New York,40.6943,-73.9249,19354922.0,11083.0,3.0380000000000003,0,9,2011,3,81.82,2012.0,3.0,1225.0,186.37,ATLDTW,2285.96
40,2011-09-03,ATL,29,16,47,1013,16,7,4,1 ,GA,51866464,Atlanta,33.7627,-84.4225,5228750.0,1384.0,3.0380000000000003,0,9,2011,3,81.82,2012.0,4.0,1197.0,196.94,ATLDTW,2285.96
41,2011-09-03,ORD,26,20,70,1012,15,10,6,3 ,IL,39874879,Chicago,41.8373,-87.6862,8675982.0,4612.0,3.0380000000000003,0,9,2011,3,81.82,2013.0,1.0,943.0,211.14,ATLDTW,2285.96
42,2011-09-03,LAX,17,13,81,1012,13,13,3,2 ,CA,42626783,Los Angeles,34.1139,-118.4068,12815475.0,3295.0,3.0380000000000003,0,9,2011,3,81.82,2011.0,3.0,1373.0,203.41,ATLIAH,3210.57
43,2011-09-03,DFW,32,14,36,1008,16,14,3,4 ,TX,32800721,Dallas,32.7936,-96.7662,5733259.0,1524.0,3.0380000000000003,0,9,2011,3,81.82,2011.0,4.0,1417.0,211.15,ATLIAH,3210.57
44,2011-09-03,DEN,16,3,47,1019,16,14,2,5 ,CO,31363573,Denver,39.7621,-104.8759,2787266.0,1774.0,3.0380000000000003,0,9,2011,3,81.82,2012.0,1.0,1454.0,204.08,ATLIAH,3210.57
45,2011-09-03,JFK,22,17,71,1015,16,20,3,6 ,NY,30541459,New York,40.6943,-73.9249,19354922.0,11083.0,3.0380000000000003,0,9,2011,3,81.82,2012.0,2.0,1743.0,192.26,ATLIAH,3210.57
46,2011-09-03,SFO,16,12,78,1012,15,15,4,7 ,CA,27794154,San Francisco,37.7562,-122.443,3603761.0,7286.0,3.0380000000000003,0,9,2011,3,81.82,2012.0,3.0,1612.0,176.59,ATLIAH,3210.57
47,2011-09-03,CLT,26,21,78,1015,11,9,5,12 ,NC,22283574,Charlotte,35.2079,-80.8304,1467362.0,1081.0,3.0380000000000003,0,9,2011,3,81.82,2012.0,4.0,1716.0,174.66,ATLIAH,3210.57
48,2011-09-03,LAS,32,-3,12,1007,16,10,2,9 ,NV,23655285,Las Vegas,36.2333,-115.2654,2073045.0,1747.0,3.0380000000000003,0,9,2011,3,81.82,2013.0,1.0,1588.0,185.98,ATLIAH,3210.57
49,2011-09-03,PHX,36,9,24,1005,16,8,3,13 ,AZ,21623842,Phoenix,33.5722,-112.0891,4081849.0,1212.0,3.0380000000000003,0,9,2011,3,81.82,2011.0,3.0,1274.0,230.24,ATLLAS,15257.25
50,2011-09-03,IAH,30,19,60,1005,16,23,4,14 ,TX,21157948,Houston,29.7869,-95.3905,5446468.0,1401.0,3.0380000000000003,0,9,2011,3,81.82,2011.0,4.0,1274.0,239.82,ATLLAS,15257.25
51,2011-09-03,MIA,27,23,79,1013,15,7,6,15 ,FL,21025210,Miami,25.7839,-80.2102,6381966.0,4969.0,3.0380000000000003,0,9,2011,3,81.82,2012.0,1.0,1414.0,241.58,ATLLAS,15257.25
52,2011-09-03,MCO,27,21,78,1013,16,9,6,10 ,FL,23184634,Orlando,28.4772,-81.3369,1776841.0,982.0,3.0380000000000003,0,9,2011,3,81.82,2012.0,2.0,1519.0,234.42,ATLLAS,15257.25
53,2011-09-03,EWR,24,17,67,1014,16,15,4,11 ,NJ,22798354,Newark,40.7245,-74.1725,285154.0,4560.0,3.0380000000000003,0,9,2011,3,81.82,2012.0,3.0,1237.0,237.96,ATLLAS,15257.25
54,2011-09-03,SEA,20,9,57,1019,16,18,0,8 ,WA,24894338,Seattle,47.6211,-122.3244,3643765.0,3336.0,3.0380000000000003,0,9,2011,3,81.82,2012.0,4.0,1236.0,240.79,ATLLAS,15257.25
55,2011-09-03,MSP,22,16,61,1012,16,15,6,17 ,MN,18363493,Minneapolis,44.9635,-93.2678,2926757.0,3019.0,3.0380000000000003,0,9,2011,3,81.82,2013.0,1.0,1363.0,246.87,ATLLAS,15257.25
56,2011-09-03,DTW,28,21,65,1011,9,9,4,19 ,MI,17437716,Detroit,42.3834,-83.1024,3522206.0,1873.0,3.0380000000000003,0,9,2011,3,81.82,2011.0,3.0,2761.0,250.1,ATLLAX,15655.87
57,2011-09-03,PHL,24,17,68,1015,16,11,4,20 ,PA,15285948,Philadelphia,40.0077,-75.1339,5637884.0,4547.0,3.0380000000000003,0,9,2011,3,81.82,2011.0,4.0,2667.0,256.13,ATLLAX,15655.87
58,2011-09-03,BOS,23,17,73,1013,16,16,3,16 ,MA,20010262,Boston,42.3188,-71.0846,4637537.0,5472.0,3.0380000000000003,0,9,2011,3,81.82,2012.0,1.0,2339.0,258.51,ATLLAX,15655.87
59,2011-09-03,LGA,24,16,64,1014,16,15,4,21 ,NY,15059648,New York,40.6943,-73.9249,19354922.0,11083.0,3.0380000000000003,0,9,2011,3,81.82,2012.0,2.0,2943.0,262.96,ATLLAX,15655.87
60,2011-09-04,ATL,24,19,72,1012,14,9,6,1 ,GA,51866464,Atlanta,33.7627,-84.4225,5228750.0,1384.0,3.0380000000000003,0,9,2011,3,81.82,2012.0,3.0,2805.0,251.9,ATLLAX,15655.87
61,2011-09-04,ORD,19,13,70,1013,16,19,5,3 ,IL,39874879,Chicago,41.8373,-87.6862,8675982.0,4612.0,3.0380000000000003,0,9,2011,3,81.82,2012.0,4.0,2664.0,267.67,ATLLAX,15655.87
62,2011-09-04,LAX,18,14,83,1011,13,13,4,2 ,CA,42626783,Los Angeles,34.1139,-118.4068,12815475.0,3295.0,3.0380000000000003,0,9,2011,3,81.82,2013.0,1.0,2346.0,276.97,ATLLAX,15655.87
63,2011-09-04,DFW,30,15,43,1009,16,33,3,4 ,TX,32800721,Dallas,32.7936,-96.7662,5733259.0,1524.0,3.0380000000000003,0,9,2011,3,81.82,2011.0,3.0,3115.0,125.48,ATLMIA,4034.89
64,2011-09-04,DEN,16,3,49,1021,16,14,1,5 ,CO,31363573,Denver,39.7621,-104.8759,2787266.0,1774.0,3.0380000000000003,0,9,2011,3,81.82,2011.0,4.0,3335.0,125.31,ATLMIA,4034.89
65,2011-09-04,JFK,24,19,76,1013,16,19,6,6 ,NY,30541459,New York,40.6943,-73.9249,19354922.0,11083.0,3.0380000000000003,0,9,2011,3,81.82,2012.0,1.0,3154.0,143.94,ATLMIA,4034.89
66,2011-09-04,SFO,16,12,75,1013,16,18,4,7 ,CA,27794154,San Francisco,37.7562,-122.443,3603761.0,7286.0,3.0380000000000003,0,9,2011,3,81.82,2012.0,2.0,3461.0,130.12,ATLMIA,4034.89
67,2011-09-04,CLT,27,19,68,1013,15,11,5,12 ,NC,22283574,Charlotte,35.2079,-80.8304,1467362.0,1081.0,3.0380000000000003,0,9,2011,3,81.82,2012.0,3.0,3039.0,124.34,ATLMIA,4034.89
68,2011-09-04,LAS,33,-1,12,1007,16,12,2,9 ,NV,23655285,Las Vegas,36.2333,-115.2654,2073045.0,1747.0,3.0380000000000003,0,9,2011,3,81.82,2012.0,4.0,2898.0,154.4,ATLMIA,4034.89
69,2011-09-04,PHX,37,9,22,1005,16,8,3,13 ,AZ,21623842,Phoenix,33.5722,-112.0891,4081849.0,1212.0,3.0380000000000003,0,9,2011,3,81.82,2013.0,1.0,2875.0,166.15,ATLMIA,4034.89
70,2011-09-04,IAH,28,18,57,1003,16,29,7,14 ,TX,21157948,Houston,29.7869,-95.3905,5446468.0,1401.0,3.0380000000000003,0,9,2011,3,81.82,2011.0,3.0,1272.0,205.98,ATLMSP,5181.17
71,2011-09-04,MIA,28,23,79,1013,16,6,6,15 ,FL,21025210,Miami,25.7839,-80.2102,6381966.0,4969.0,3.0380000000000003,0,9,2011,3,81.82,2011.0,4.0,1121.0,223.22,ATLMSP,5181.17
72,2011-09-04,MCO,27,23,79,1012,16,8,6,10 ,FL,23184634,Orlando,28.4772,-81.3369,1776841.0,982.0,3.0380000000000003,0,9,2011,3,81.82,2012.0,1.0,933.0,253.81,ATLMSP,5181.17
73,2011-09-04,EWR,27,20,68,1012,16,15,6,11 ,NJ,22798354,Newark,40.7245,-74.1725,285154.0,4560.0,3.0380000000000003,0,9,2011,3,81.82,2012.0,2.0,1148.0,231.47,ATLMSP,5181.17
74,2011-09-04,SEA,20,8,52,1013,16,6,1,8 ,WA,24894338,Seattle,47.6211,-122.3244,3643765.0,3336.0,3.0380000000000003,0,9,2011,3,81.82,2012.0,3.0,1214.0,208.15,ATLMSP,5181.17
75,2011-09-04,MSP,17,9,57,1019,16,19,4,17 ,MN,18363493,Minneapolis,44.9635,-93.2678,2926757.0,3019.0,3.0380000000000003,0,9,2011,3,81.82,2012.0,4.0,1077.0,216.15,ATLMSP,5181.17
76,2011-09-04,DTW,21,18,76,1010,13,13,7,19 ,MI,17437716,Detroit,42.3834,-83.1024,3522206.0,1873.0,3.0380000000000003,0,9,2011,3,81.82,2013.0,1.0,909.0,243.33,ATLMSP,5181.17
77,2011-09-04,PHL,26,19,71,1012,16,11,5,20 ,PA,15285948,Philadelphia,40.0077,-75.1339,5637884.0,4547.0,3.0380000000000003,0,9,2011,3,81.82,2011.0,3.0,6033.0,205.29,ATLJFK,2409.05
78,2011-09-04,BOS,25,19,73,1011,14,19,5,16 ,MA,20010262,Boston,42.3188,-71.0846,4637537.0,5472.0,3.0380000000000003,0,9,2011,3,81.82,2011.0,3.0,6033.0,205.29,ATLLGA,9760.01
79,2011-09-04,LGA,27,19,66,1012,15,16,6,21 ,NY,15059648,New York,40.6943,-73.9249,19354922.0,11083.0,3.0380000000000003,0,9,2011,3,81.82,2011.0,3.0,6033.0,205.29,ATLEWR,3795.96
80,2011-09-05,ATL,24,22,91,1005,13,16,8,1 ,GA,51866464,Atlanta,33.7627,-84.4225,5228750.0,1384.0,3.0380000000000003,1,9,2011,3,81.82,2011.0,4.0,5891.0,220.43,ATLJFK,2409.05
81,2011-09-05,ORD,15,7,64,1020,16,24,3,3 ,IL,39874879,Chicago,41.8373,-87.6862,8675982.0,4612.0,3.0380000000000003,1,9,2011,3,81.82,2011.0,4.0,5891.0,220.43,ATLLGA,9760.01
82,2011-09-05,LAX,22,14,68,1010,16,12,4,2 ,CA,42626783,Los Angeles,34.1139,-118.4068,12815475.0,3295.0,3.0380000000000003,1,9,2011,3,81.82,2011.0,4.0,5891.0,220.43,ATLEWR,3795.96
83,2011-09-05,DFW,24,6,31,1015,16,27,0,4 ,TX,32800721,Dallas,32.7936,-96.7662,5733259.0,1524.0,3.0380000000000003,1,9,2011,3,81.82,2012.0,1.0,5016.0,224.2,ATLJFK,2409.05
84,2011-09-05,DEN,21,-1,31,1015,16,15,1,5 ,CO,31363573,Denver,39.7621,-104.8759,2787266.0,1774.0,3.0380000000000003,1,9,2011,3,81.82,2012.0,1.0,5016.0,224.2,ATLLGA,9760.01
85,2011-09-05,JFK,24,20,81,1010,16,24,7,6 ,NY,30541459,New York,40.6943,-73.9249,19354922.0,11083.0,3.0380000000000003,1,9,2011,3,81.82,2012.0,1.0,5016.0,224.2,ATLEWR,3795.96
86,2011-09-05,SFO,15,10,77,1014,16,23,4,7 ,CA,27794154,San Francisco,37.7562,-122.443,3603761.0,7286.0,3.0380000000000003,1,9,2011,3,81.82,2012.0,2.0,6590.0,204.27,ATLJFK,2409.05
87,2011-09-05,CLT,25,22,80,1008,10,13,8,12 ,NC,22283574,Charlotte,35.2079,-80.8304,1467362.0,1081.0,3.0380000000000003,1,9,2011,3,81.82,2012.0,2.0,6590.0,204.27,ATLLGA,9760.01
88,2011-09-05,LAS,29,8,32,1009,16,14,6,9 ,NV,23655285,Las Vegas,36.2333,-115.2654,2073045.0,1747.0,3.0380000000000003,1,9,2011,3,81.82,2012.0,2.0,6590.0,204.27,ATLEWR,3795.96
89,2011-09-05,PHX,37,13,27,1007,16,18,6,13 ,AZ,21623842,Phoenix,33.5722,-112.0891,4081849.0,1212.0,3.0380000000000003,1,9,2011,3,81.82,2012.0,3.0,6702.0,184.52,ATLJFK,2409.05
90,2011-09-05,IAH,29,11,36,1010,15,24,1,14 ,TX,21157948,Houston,29.7869,-95.3905,5446468.0,1401.0,3.0380000000000003,1,9,2011,3,81.82,2012.0,3.0,6702.0,184.52,ATLLGA,9760.01
91,2011-09-05,MIA,30,24,74,1012,16,11,4,15 ,FL,21025210,Miami,25.7839,-80.2102,6381966.0,4969.0,3.0380000000000003,1,9,2011,3,81.82,2012.0,3.0,6702.0,184.52,ATLEWR,3795.96
92,2011-09-05,MCO,28,24,80,1011,16,14,4,10 ,FL,23184634,Orlando,28.4772,-81.3369,1776841.0,982.0,3.0380000000000003,1,9,2011,3,81.82,2012.0,4.0,6536.0,194.28,ATLJFK,2409.05
93,2011-09-05,EWR,26,19,69,1009,16,16,7,11 ,NJ,22798354,Newark,40.7245,-74.1725,285154.0,4560.0,3.0380000000000003,1,9,2011,3,81.82,2012.0,4.0,6536.0,194.28,ATLLGA,9760.01
94,2011-09-05,SEA,20,9,53,1015,16,6,0,8 ,WA,24894338,Seattle,47.6211,-122.3244,3643765.0,3336.0,3.0380000000000003,1,9,2011,3,81.82,2012.0,4.0,6536.0,194.28,ATLEWR,3795.96
95,2011-09-05,MSP,16,8,63,1023,15,6,1,17 ,MN,18363493,Minneapolis,44.9635,-93.2678,2926757.0,3019.0,3.0380000000000003,1,9,2011,3,81.82,2013.0,1.0,5447.0,197.2,ATLJFK,2409.05
96,2011-09-05,DTW,15,9,70,1015,16,19,7,19 ,MI,17437716,Detroit,42.3834,-83.1024,3522206.0,1873.0,3.0380000000000003,1,9,2011,3,81.82,2013.0,1.0,5447.0,197.2,ATLLGA,9760.01
97,2011-09-05,PHL,24,20,73,1009,16,12,7,20 ,PA,15285948,Philadelphia,40.0077,-75.1339,5637884.0,4547.0,3.0380000000000003,1,9,2011,3,81.82,2013.0,1.0,5447.0,197.2,ATLEWR,3795.96
98,2011-09-05,BOS,26,19,69,1010,16,22,5,16 ,MA,20010262,Boston,42.3188,-71.0846,4637537.0,5472.0,3.0380000000000003,1,9,2011,3,81.82,2011.0,3.0,1306.0,160.58,ATLMCO,3770.13
99,2011-09-05,LGA,25,19,76,1009,16,18,7,21 ,NY,15059648,New York,40.6943,-73.9249,19354922.0,11083.0,3.0380000000000003,1,9,2011,3,81.82,2011.0,4.0,1368.0,167.32,ATLMCO,3770.13
100,2011-09-06,ATL,19,15,87,1006,12,18,8,1 ,GA,51866464,Atlanta,33.7627,-84.4225,5228750.0,1384.0,3.043,0,9,2011,3,81.82,2012.0,1.0,1488.0,186.2,ATLMCO,3770.13
101,2011-09-06,ORD,15,7,60,1022,16,16,3,3 ,IL,39874879,Chicago,41.8373,-87.6862,8675982.0,4612.0,3.043,0,9,2011,3,81.82,2012.0,2.0,1554.0,154.71,ATLMCO,3770.13
102,2011-09-06,LAX,23,14,62,1011,16,9,1,2 ,CA,42626783,Los Angeles,34.1139,-118.4068,12815475.0,3295.0,3.043,0,9,2011,3,81.82,2012.0,3.0,1365.0,142.11,ATLMCO,3770.13
103,2011-09-06,DFW,23,6,43,1016,16,9,0,4 ,TX,32800721,Dallas,32.7936,-96.7662,5733259.0,1524.0,3.043,0,9,2011,3,81.82,2012.0,4.0,1622.0,147.71,ATLMCO,3770.13
104,2011-09-06,DEN,19,4,54,1016,16,15,6,5 ,CO,31363573,Denver,39.7621,-104.8759,2787266.0,1774.0,3.043,0,9,2011,3,81.82,2013.0,1.0,1687.0,157.68,ATLMCO,3770.13
105,2011-09-06,JFK,20,16,86,1015,12,22,8,6 ,NY,30541459,New York,40.6943,-73.9249,19354922.0,11083.0,3.043,0,9,2011,3,81.82,2011.0,3.0,2066.0,174.92,ATLPHL,3609.92
106,2011-09-06,SFO,17,11,75,1015,13,17,4,7 ,CA,27794154,San Francisco,37.7562,-122.443,3603761.0,7286.0,3.043,0,9,2011,3,81.82,2011.0,4.0,1876.0,191.17,ATLPHL,3609.92
107,2011-09-06,CLT,24,21,66,1007,16,19,6,12 ,NC,22283574,Charlotte,35.2079,-80.8304,1467362.0,1081.0,3.043,0,9,2011,3,81.82,2012.0,1.0,1564.0,209.58,ATLPHL,3609.92
108,2011-09-06,LAS,29,11,36,1012,16,7,2,9 ,NV,23655285,Las Vegas,36.2333,-115.2654,2073045.0,1747.0,3.043,0,9,2011,3,81.82,2012.0,2.0,2014.0,182.78,ATLPHL,3609.92
109,2011-09-06,PHX,36,14,33,1008,16,11,3,13 ,AZ,21623842,Phoenix,33.5722,-112.0891,4081849.0,1212.0,3.043,0,9,2011,3,81.82,2012.0,3.0,1959.0,170.34,ATLPHL,3609.92
110,2011-09-06,IAH,24,7,35,1015,16,3,1,14 ,TX,21157948,Houston,29.7869,-95.3905,5446468.0,1401.0,3.043,0,9,2011,3,81.82,2012.0,4.0,1838.0,186.63,ATLPHL,3609.92
111,2011-09-06,MIA,29,24,75,1013,14,11,5,15 ,FL,21025210,Miami,25.7839,-80.2102,6381966.0,4969.0,3.043,0,9,2011,3,81.82,2013.0,1.0,1471.0,206.53,ATLPHL,3609.92
112,2011-09-06,MCO,28,23,83,1012,16,18,5,10 ,FL,23184634,Orlando,28.4772,-81.3369,1776841.0,982.0,3.043,0,9,2011,3,81.82,2011.0,3.0,863.0,190.23,ATLPHX,9150.03
113,2011-09-06,EWR,19,16,89,1015,9,20,8,11 ,NJ,22798354,Newark,40.7245,-74.1725,285154.0,4560.0,3.043,0,9,2011,3,81.82,2011.0,4.0,973.0,215.89,ATLPHX,9150.03
114,2011-09-06,SEA,21,11,58,1020,16,9,0,8 ,WA,24894338,Seattle,47.6211,-122.3244,3643765.0,3336.0,3.043,0,9,2011,3,81.82,2012.0,1.0,935.0,221.41,ATLPHX,9150.03
115,2011-09-06,MSP,17,8,58,1023,16,10,1,17 ,MN,18363493,Minneapolis,44.9635,-93.2678,2926757.0,3019.0,3.043,0,9,2011,3,81.82,2012.0,2.0,1055.0,205.58,ATLPHX,9150.03
116,2011-09-06,DTW,16,9,68,1020,16,17,8,19 ,MI,17437716,Detroit,42.3834,-83.1024,3522206.0,1873.0,3.043,0,9,2011,3,81.82,2012.0,3.0,842.0,193.78,ATLPHX,9150.03
